2ndFlrSF|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
804|logSalePrice|6|4|48.72|12.18|12.18|12.17||2|33.33|0.02|0.16|0|0.0|0|0.0|4|66.67|2|33.33|4|12.02|12.36|0.35|12.07|12.28|0.21|0.13|-1.6
806|logSalePrice|2|2|24.1|12.05|12.05|12.05|11.76|1|50.0|0.17|0.41|0|0.0|0|0.0|2|100.0|0|0.0|2|11.76|12.34|0.58|11.91|12.2|0.29|0.0|-2.0
807|logSalePrice|3|3|36.64|12.21|12.21|12.16|12.16|1|33.33|0.01|0.11|0|0.0|0|0.0|3|100.0|0|0.0|3|12.14|12.34|0.2|12.15|12.25|0.1|0.68|-1.5
808|logSalePrice|2|2|24.0|12.0|12.0|12.0|12.15|1|50.0|0.05|0.22|0|0.0|0|0.0|2|100.0|0|0.0|2|11.85|12.15|0.31|11.93|12.08|0.15|-0.0|-2.0
809|logSalePrice|3|2|24.27|12.13|12.13|12.13|12.18|1|33.33|0.0|0.06|0|0.0|0|0.0|2|66.67|1|33.33|2|12.09|12.18|0.09|12.11|12.16|0.04|0.0|-2.0
810|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
811|logSalePrice|1|1|12.15|12.15|12.15|12.15|12.15|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.15|12.15|0.0|12.15|12.15|0.0|0.0|-3.0
812|logSalePrice|2|1|12.13|12.13|12.13|12.13|12.13|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.13|12.13|0.0|12.13|12.13|0.0|0.0|-3.0
813|logSalePrice|3|2|23.88|11.94|11.94|11.94||1|33.33|0.02|0.13|0|0.0|0|0.0|2|66.67|1|33.33|2|11.85|12.03|0.18|11.89|11.99|0.09|-0.0|-2.0
814|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
815|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
816|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
818|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
821|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
823|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
825|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
826|logSalePrice|1|1|12.03|12.03|12.03|12.03|12.03|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.03|12.03|0.0|12.03|12.03|0.0|0.0|-3.0
827|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
828|logSalePrice|4|1|12.1|12.1|12.1|12.1||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.1|12.1|0.0|12.1|12.1|0.0|0.0|-3.0
829|logSalePrice|2|2|24.53|12.27|12.27|12.27|12.35|1|50.0|0.01|0.12|0|0.0|0|0.0|2|100.0|0|0.0|2|12.18|12.35|0.17|12.22|12.31|0.09|0.0|-2.0
830|logSalePrice|2|1|12.14|12.14|12.14|12.14|12.14|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.14|12.14|0.0|12.14|12.14|0.0|0.0|-3.0
831|logSalePrice|1|1|12.14|12.14|12.14|12.14|12.14|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.14|12.14|0.0|12.14|12.14|0.0|0.0|-3.0
832|logSalePrice|3|3|36.16|12.05|12.05|12.06|12.06|1|33.33|0.0|0.05|0|0.0|0|0.0|3|100.0|0|0.0|3|12.0|12.1|0.1|12.03|12.08|0.05|-0.27|-1.5
833|logSalePrice|2|2|24.12|12.06|12.06|12.06|12.13|1|50.0|0.01|0.1|0|0.0|0|0.0|2|100.0|0|0.0|2|11.99|12.13|0.14|12.02|12.09|0.07|0.0|-2.0
834|logSalePrice|1|1|12.26|12.26|12.26|12.26|12.26|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.26|12.26|0.0|12.26|12.26|0.0|0.0|-3.0
836|logSalePrice|1|1|12.35|12.35|12.35|12.35|12.35|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.35|12.35|0.0|12.35|12.35|0.0|0.0|-3.0
838|logSalePrice|2|1|12.54|12.54|12.54|12.54||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.54|12.54|0.0|12.54|12.54|0.0|0.0|-3.0
839|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
840|logSalePrice|7|5|60.47|12.09|12.09|12.08||2|28.57|0.03|0.18|0|0.0|0|0.0|5|71.43|2|28.57|5|11.93|12.36|0.43|11.93|12.17|0.24|0.48|-1.1
841|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
842|logSalePrice|2|2|24.18|12.09|12.09|12.09|12.06|1|50.0|0.0|0.04|0|0.0|0|0.0|2|100.0|0|0.0|2|12.06|12.12|0.06|12.08|12.1|0.03|0.0|-2.0
843|logSalePrice|1|1|12.24|12.24|12.24|12.24|12.24|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.24|12.24|0.0|12.24|12.24|0.0|0.0|-3.0
844|logSalePrice|3|2|24.64|12.32|12.32|12.32|12.14|1|33.33|0.06|0.25|0|0.0|0|0.0|2|66.67|1|33.33|2|12.14|12.49|0.35|12.23|12.4|0.17|0.0|-2.0
845|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
846|logSalePrice|3|3|37.12|12.37|12.37|12.32|12.28|1|33.33|0.02|0.13|0|0.0|0|0.0|3|100.0|0|0.0|3|12.28|12.52|0.25|12.3|12.42|0.12|0.62|-1.5
848|logSalePrice|4|1|12.35|12.35|12.35|12.35||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.35|12.35|0.0|12.35|12.35|0.0|0.0|-3.0
850|logSalePrice|4|2|24.56|12.28|12.28|12.28||2|50.0|0.14|0.38|0|0.0|0|0.0|2|50.0|2|50.0|2|12.01|12.55|0.53|12.15|12.41|0.27|0.0|-2.0
851|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
854|logSalePrice|1|1|12.25|12.25|12.25|12.25|12.25|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.25|12.25|0.0|12.25|12.25|0.0|0.0|-3.0
855|logSalePrice|2|1|12.33|12.33|12.33|12.33|12.33|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.33|12.33|0.0|12.33|12.33|0.0|0.0|-3.0
857|logSalePrice|2|1|12.28|12.28|12.28|12.28|12.28|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.28|12.28|0.0|12.28|12.28|0.0|0.0|-3.0
858|logSalePrice|5|3|36.76|12.25|12.25|12.27||2|40.0|0.04|0.2|0|0.0|0|0.0|3|60.0|2|40.0|3|12.05|12.44|0.39|12.16|12.36|0.2|-0.16|-1.5
860|logSalePrice|4|2|24.47|12.24|12.24|12.24||2|50.0|0.0|0.07|0|0.0|0|0.0|2|50.0|2|50.0|2|12.19|12.28|0.09|12.21|12.26|0.05|0.0|-2.0
861|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
862|logSalePrice|8|5|60.06|12.01|12.01|12.06||3|37.5|0.02|0.13|0|0.0|0|0.0|5|62.5|3|37.5|5|11.82|12.15|0.33|11.94|12.08|0.13|-0.49|-1.06
863|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
864|logSalePrice|4|2|24.4|12.2|12.2|12.2||2|50.0|0.0|0.06|0|0.0|0|0.0|2|50.0|2|50.0|2|12.15|12.24|0.09|12.18|12.22|0.04|0.0|-2.0
866|logSalePrice|3|3|36.71|12.24|12.24|12.23|12.23|1|33.33|0.01|0.08|0|0.0|0|0.0|3|100.0|0|0.0|3|12.17|12.32|0.15|12.2|12.27|0.08|0.17|-1.5
867|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
868|logSalePrice|2|1|12.23|12.23|12.23|12.23||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.23|12.23|0.0|12.23|12.23|0.0|0.0|-3.0
869|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
870|logSalePrice|2|1|12.39|12.39|12.39|12.39|12.39|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.39|12.39|0.0|12.39|12.39|0.0|0.0|-3.0
871|logSalePrice|4|3|37.36|12.45|12.45|12.44|12.42|1|25.0|0.0|0.05|0|0.0|0|0.0|3|75.0|1|25.0|3|12.42|12.51|0.08|12.43|12.47|0.04|0.61|-1.5
872|logSalePrice|2|2|24.7|12.35|12.35|12.35|12.33|1|50.0|0.0|0.03|0|0.0|0|0.0|2|100.0|0|0.0|2|12.33|12.37|0.04|12.34|12.36|0.02|0.0|-2.0
873|logSalePrice|2|1|12.37|12.37|12.37|12.37|12.37|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.37|12.37|0.0|12.37|12.37|0.0|0.0|-3.0
874|logSalePrice|1|1|12.39|12.39|12.39|12.39|12.39|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.39|12.39|0.0|12.39|12.39|0.0|0.0|-3.0
875|logSalePrice|2|1|11.88|11.88|11.88|11.88|11.88|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.88|11.88|0.0|11.88|11.88|0.0|0.0|-3.0
876|logSalePrice|1|1|12.07|12.07|12.07|12.07|12.07|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.07|12.07|0.0|12.07|12.07|0.0|0.0|-3.0
878|logSalePrice|6|4|49.05|12.26|12.26|12.26||2|33.33|0.01|0.11|0|0.0|0|0.0|4|66.67|2|33.33|4|12.14|12.39|0.25|12.19|12.33|0.14|0.02|-1.51
880|logSalePrice|4|2|24.2|12.1|12.1|12.1||2|50.0|0.0|0.03|0|0.0|0|0.0|2|50.0|2|50.0|2|12.08|12.12|0.04|12.09|12.11|0.02|-0.0|-2.0
881|logSalePrice|2|1|12.23|12.23|12.23|12.23||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.23|12.23|0.0|12.23|12.23|0.0|0.0|-3.0
882|logSalePrice|1|1|12.53|12.53|12.53|12.53|12.53|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.53|12.53|0.0|12.53|12.53|0.0|0.0|-3.0
883|logSalePrice|1|1|12.03|12.03|12.03|12.03|12.03|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.03|12.03|0.0|12.03|12.03|0.0|0.0|-3.0
884|logSalePrice|5|2|24.79|12.39|12.39|12.39||3|60.0|0.01|0.1|0|0.0|0|0.0|2|40.0|3|60.0|2|12.32|12.47|0.14|12.36|12.43|0.07|0.0|-2.0
885|logSalePrice|4|2|24.48|12.24|12.24|12.24||2|50.0|0.02|0.14|0|0.0|0|0.0|2|50.0|2|50.0|2|12.14|12.34|0.2|12.19|12.29|0.1|0.0|-2.0
886|logSalePrice|9|2|24.83|12.41|12.41|12.41||7|77.78|0.02|0.13|0|0.0|0|0.0|2|22.22|7|77.78|2|12.32|12.51|0.18|12.37|12.46|0.09|0.0|-2.0
887|logSalePrice|3|2|24.71|12.35|12.35|12.35|12.37|1|33.33|0.0|0.02|0|0.0|0|0.0|2|66.67|1|33.33|2|12.34|12.37|0.04|12.35|12.36|0.02|-0.0|-2.0
888|logSalePrice|3|3|36.61|12.2|12.2|12.23|12.23|1|33.33|0.04|0.19|0|0.0|0|0.0|3|100.0|0|0.0|3|12.0|12.38|0.37|12.12|12.3|0.19|-0.27|-1.5
890|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
892|logSalePrice|2|1|11.84|11.84|11.84|11.84||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.84|11.84|0.0|11.84|11.84|0.0|0.0|-3.0
893|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
895|logSalePrice|2|1|12.3|12.3|12.3|12.3|12.3|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.3|12.3|0.0|12.3|12.3|0.0|0.0|-3.0
896|logSalePrice|11|6|72.92|12.15|12.15|12.21||5|45.45|0.04|0.2|0|0.0|0|0.0|6|54.55|5|45.45|6|11.82|12.35|0.53|12.05|12.31|0.26|-0.68|-0.9
897|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
898|logSalePrice|2|1|12.45|12.45|12.45|12.45|12.45|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.45|12.45|0.0|12.45|12.45|0.0|0.0|-3.0
899|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
900|logSalePrice|4|2|24.63|12.32|12.32|12.32||2|50.0|0.01|0.1|0|0.0|0|0.0|2|50.0|2|50.0|2|12.24|12.39|0.15|12.28|12.35|0.07|0.0|-2.0
901|logSalePrice|1|1|12.21|12.21|12.21|12.21|12.21|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.21|12.21|0.0|12.21|12.21|0.0|0.0|-3.0
902|logSalePrice|2|2|24.6|12.3|12.3|12.3|12.26|1|50.0|0.0|0.05|0|0.0|0|0.0|2|100.0|0|0.0|2|12.26|12.33|0.07|12.28|12.31|0.03|0.0|-2.0
903|logSalePrice|1|1|12.38|12.38|12.38|12.38|12.38|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.38|12.38|0.0|12.38|12.38|0.0|0.0|-3.0
904|logSalePrice|1|1|12.51|12.51|12.51|12.51|12.51|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.51|12.51|0.0|12.51|12.51|0.0|0.0|-3.0
908|logSalePrice|4|1|12.17|12.17|12.17|12.17||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.17|12.17|0.0|12.17|12.17|0.0|0.0|-3.0
910|logSalePrice|2|1|11.95|11.95|11.95|11.95||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.95|11.95|0.0|11.95|11.95|0.0|0.0|-3.0
912|logSalePrice|3|2|24.02|12.01|12.01|12.01|12.18|1|33.33|0.06|0.24|0|0.0|0|0.0|2|66.67|1|33.33|2|11.84|12.18|0.34|11.93|12.1|0.17|0.0|-2.0
913|logSalePrice|1|1|12.2|12.2|12.2|12.2|12.2|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.2|12.2|0.0|12.2|12.2|0.0|0.0|-3.0
914|logSalePrice|1|1|12.26|12.26|12.26|12.26|12.26|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.26|12.26|0.0|12.26|12.26|0.0|0.0|-3.0
915|logSalePrice|4|3|35.4|11.8|11.79|11.77|12.22|1|25.0|0.17|0.41|0|0.0|0|0.0|3|75.0|1|25.0|3|11.41|12.22|0.81|11.59|11.99|0.41|0.14|-1.5
916|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
917|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
918|logSalePrice|3|1|12.22|12.22|12.22|12.22||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.22|12.22|0.0|12.22|12.22|0.0|0.0|-3.0
919|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
920|logSalePrice|1|1|12.44|12.44|12.44|12.44|12.44|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.44|12.44|0.0|12.44|12.44|0.0|0.0|-3.0
923|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
924|logSalePrice|2|1|11.77|11.77|11.77|11.77|11.77|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.77|11.77|0.0|11.77|11.77|0.0|0.0|-3.0
925|logSalePrice|2|1|11.71|11.71|11.71|11.71|11.71|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.71|11.71|0.0|11.71|11.71|0.0|0.0|-3.0
926|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
927|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
928|logSalePrice|2|1|11.89|11.89|11.89|11.89|11.89|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.89|11.89|0.0|11.89|11.89|0.0|0.0|-3.0
929|logSalePrice|2|1|11.55|11.55|11.55|11.55|11.55|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.55|11.55|0.0|11.55|11.55|0.0|0.0|-3.0
930|logSalePrice|1|1|12.21|12.21|12.21|12.21|12.21|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.21|12.21|0.0|12.21|12.21|0.0|0.0|-3.0
932|logSalePrice|1|1|12.43|12.43|12.43|12.43|12.43|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.43|12.43|0.0|12.43|12.43|0.0|0.0|-3.0
933|logSalePrice|1|1|12.13|12.13|12.13|12.13|12.13|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.13|12.13|0.0|12.13|12.13|0.0|0.0|-3.0
936|logSalePrice|2|1|12.04|12.04|12.04|12.04|12.04|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.04|12.04|0.0|12.04|12.04|0.0|0.0|-3.0
939|logSalePrice|1|1|12.43|12.43|12.43|12.43|12.43|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.43|12.43|0.0|12.43|12.43|0.0|0.0|-3.0
940|logSalePrice|2|1|11.78|11.78|11.78|11.78|11.78|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.78|11.78|0.0|11.78|11.78|0.0|0.0|-3.0
941|logSalePrice|3|2|24.53|12.27|12.27|12.27|12.33|1|33.33|0.01|0.09|0|0.0|0|0.0|2|66.67|1|33.33|2|12.21|12.33|0.12|12.24|12.3|0.06|0.0|-2.0
942|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
943|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
955|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
956|logSalePrice|1|1|12.45|12.45|12.45|12.45|12.45|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.45|12.45|0.0|12.45|12.45|0.0|0.0|-3.0
957|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
959|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
960|logSalePrice|2|1|12.17|12.17|12.17|12.17|12.17|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.17|12.17|0.0|12.17|12.17|0.0|0.0|-3.0
966|logSalePrice|1|1|12.13|12.13|12.13|12.13|12.13|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.13|12.13|0.0|12.13|12.13|0.0|0.0|-3.0
967|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
971|logSalePrice|1|1|12.21|12.21|12.21|12.21|12.21|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.21|12.21|0.0|12.21|12.21|0.0|0.0|-3.0
972|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
973|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
975|logSalePrice|2|2|24.64|12.32|12.32|12.32|12.25|1|50.0|0.01|0.09|0|0.0|0|0.0|2|100.0|0|0.0|2|12.25|12.38|0.13|12.29|12.35|0.06|-0.0|-2.0
976|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
977|logSalePrice|1|1|12.3|12.3|12.3|12.3|12.3|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.3|12.3|0.0|12.3|12.3|0.0|0.0|-3.0
978|logSalePrice|3|2|24.3|12.15|12.15|12.15||1|33.33|0.06|0.24|0|0.0|0|0.0|2|66.67|1|33.33|2|11.98|12.32|0.34|12.07|12.24|0.17|0.0|-2.0
979|logSalePrice|1|1|11.88|11.88|11.88|11.88|11.88|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.88|11.88|0.0|11.88|11.88|0.0|0.0|-3.0
980|logSalePrice|1|1|11.98|11.98|11.98|11.98|11.98|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.98|11.98|0.0|11.98|11.98|0.0|0.0|-3.0
983|logSalePrice|2|2|24.53|12.26|12.26|12.26|12.32|1|50.0|0.01|0.08|0|0.0|0|0.0|2|100.0|0|0.0|2|12.21|12.32|0.12|12.24|12.29|0.06|0.0|-2.0
984|logSalePrice|3|1|12.3|12.3|12.3|12.3||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.3|12.3|0.0|12.3|12.3|0.0|0.0|-3.0
988|logSalePrice|2|1|12.3|12.3|12.3|12.3|12.3|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.3|12.3|0.0|12.3|12.3|0.0|0.0|-3.0
989|logSalePrice|1|1|12.52|12.52|12.52|12.52|12.52|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.52|12.52|0.0|12.52|12.52|0.0|0.0|-3.0
990|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
992|logSalePrice|1|1|11.83|11.83|11.83|11.83|11.83|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.83|11.83|0.0|11.83|11.83|0.0|0.0|-3.0
994|logSalePrice|1|1|11.59|11.59|11.59|11.59|11.59|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.59|11.59|0.0|11.59|11.59|0.0|0.0|-3.0
995|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
998|logSalePrice|1|1|12.19|12.19|12.19|12.19|12.19|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.19|12.19|0.0|12.19|12.19|0.0|0.0|-3.0
1000|logSalePrice|1|1|11.73|11.73|11.73|11.73|11.73|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.73|11.73|0.0|11.73|11.73|0.0|0.0|-3.0
1001|logSalePrice|1|1|11.88|11.88|11.88|11.88|11.88|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.88|11.88|0.0|11.88|11.88|0.0|0.0|-3.0
1004|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1005|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1007|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1008|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1012|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
1017|logSalePrice|3|1|12.34|12.34|12.34|12.34||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.34|12.34|0.0|12.34|12.34|0.0|0.0|-3.0
1020|logSalePrice|2|2|24.07|12.03|12.03|12.03|11.83|1|50.0|0.08|0.29|0|0.0|0|0.0|2|100.0|0|0.0|2|11.83|12.24|0.41|11.93|12.14|0.21|0.0|-2.0
1029|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1031|logSalePrice|1|1|11.8|11.8|11.8|11.8|11.8|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.8|11.8|0.0|11.8|11.8|0.0|0.0|-3.0
1032|logSalePrice|2|2|24.08|12.04|12.03|12.04|11.67|1|50.0|0.27|0.52|0|0.0|0|0.0|2|100.0|0|0.0|2|11.67|12.4|0.73|11.86|12.22|0.37|0.0|-2.0
1036|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1037|logSalePrice|3|1|12.43|12.43|12.43|12.43||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.43|12.43|0.0|12.43|12.43|0.0|0.0|-3.0
1038|logSalePrice|1|1|12.27|12.27|12.27|12.27|12.27|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.27|12.27|0.0|12.27|12.27|0.0|0.0|-3.0
1039|logSalePrice|1|1|12.27|12.27|12.27|12.27|12.27|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.27|12.27|0.0|12.27|12.27|0.0|0.0|-3.0
1040|logSalePrice|3|2|24.37|12.18|12.18|12.18|11.81|1|33.33|0.28|0.53|0|0.0|0|0.0|2|66.67|1|33.33|2|11.81|12.56|0.74|12.0|12.37|0.37|0.0|-2.0
1042|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1044|logSalePrice|2|1|11.72|11.72|11.72|11.72||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.72|11.72|0.0|11.72|11.72|0.0|0.0|-3.0
1045|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1048|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1051|logSalePrice|1|1|12.39|12.39|12.39|12.39|12.39|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.39|12.39|0.0|12.39|12.39|0.0|0.0|-3.0
