PassengerId|Survived|Pclass|Mrs|Ms|Priv|male|Age|SibSp|Parch|Ticket_Number|Fare|Embarked|FamSize|Alone|Dataset
882|0.0|1|0|0|0|1|33.0|0|0|349257|7.8958|1|0|1|train
883|0.0|1|0|1|0|0|22.0|0|0|7552|10.5167|1|0|1|train
884|0.0|2|0|0|0|1|28.0|0|0|34068|10.5|1|0|1|train
885|0.0|1|0|0|0|1|25.0|0|0|392076|7.05|1|0|1|train
886|0.0|1|1|0|0|0|39.0|0|5|382652|29.125|3|5|0|train
887|0.0|2|0|0|1|1|27.0|0|0|211536|13.0|1|0|1|train
888|1.0|3|0|1|0|0|19.0|0|0|112053|30.0|1|0|1|train
890|1.0|3|0|0|0|1|26.0|0|0|111369|30.0|2|0|1|train
891|0.0|1|0|0|0|1|32.0|0|0|370376|7.75|3|0|1|train
6|0.0|1|0|0|0|1|28.0|0|0|330877|8.4583|3|0|1|train
18|1.0|2|0|0|0|1|29.5|0|0|244373|13.0|1|0|1|train
20|1.0|1|1|0|0|0|29.0|0|0|2649|7.225|2|0|1|train
27|0.0|1|0|0|0|1|26.0|0|0|2631|7.225|2|0|1|train
29|1.0|1|0|1|0|0|18.5|0|0|330959|7.8792|3|0|1|train
30|0.0|1|0|0|0|1|28.0|0|0|349216|7.8958|1|0|1|train
32|1.0|3|1|0|0|0|47.5|1|0|17569|146.5208|2|1|0|train
33|1.0|1|0|1|0|0|18.5|0|0|335677|7.75|3|0|1|train
37|1.0|1|0|0|0|1|23.5|0|0|2677|7.2292|2|0|1|train
43|0.0|1|0|0|0|1|28.0|0|0|349253|7.8958|2|0|1|train
46|0.0|1|0|0|0|1|29.0|0|0|23567|8.05|1|0|1|train
47|0.0|1|0|0|0|1|31.0|1|0|370371|15.5|3|1|0|train
48|1.0|1|0|1|0|0|19.5|0|0|14311|7.75|3|0|1|train
49|0.0|1|0|0|0|1|18.5|2|0|2662|21.6792|2|2|0|train
56|1.0|3|0|0|0|1|40.5|0|0|19947|35.5|1|0|1|train
65|0.0|3|0|0|0|1|43.0|0|0|17605|27.7208|2|0|1|train
66|1.0|1|0|0|1|1|10.0|1|1|2661|15.2458|2|2|0|train
77|0.0|1|0|0|0|1|28.0|0|0|349208|7.8958|1|0|1|train
78|0.0|1|0|0|0|1|30.5|0|0|374746|8.05|1|0|1|train
83|1.0|1|0|1|0|0|18.5|0|0|330932|7.7875|3|0|1|train
88|0.0|1|0|0|0|1|27.5|0|0|392086|8.05|1|0|1|train
96|0.0|1|0|0|0|1|30.5|0|0|374910|8.05|1|0|1|train
102|0.0|1|0|0|0|1|28.0|0|0|349215|7.8958|1|0|1|train
108|1.0|1|0|0|0|1|25.5|0|0|312991|7.775|1|0|1|train
110|1.0|1|0|1|0|0|21.5|1|0|371110|24.15|3|1|0|train
122|0.0|1|0|0|0|1|28.0|0|0|54510|8.05|1|0|1|train
127|0.0|1|0|0|0|1|30.5|0|0|370372|7.75|3|0|1|train
129|1.0|1|0|1|0|0|12.5|1|1|2668|22.3583|2|2|0|train
141|0.0|1|1|0|0|0|25.0|0|2|2678|15.2458|2|2|0|train
155|0.0|1|0|0|0|1|28.0|0|0|265302|7.3125|1|0|1|train
159|0.0|1|0|0|0|1|28.0|0|0|315037|8.6625|1|0|1|train
160|0.0|1|0|0|1|1|2.5|8|2|2343|69.55|1|10|0|train
167|1.0|3|1|0|0|0|40.5|0|1|113505|55.0|1|1|0|train
169|0.0|3|0|0|0|1|43.0|0|0|17318|25.925|1|0|1|train
177|0.0|1|0|0|1|1|6.0|3|1|4133|25.4667|1|4|0|train
181|0.0|1|0|1|0|0|5.0|8|2|2343|69.55|1|10|0|train
182|0.0|2|0|0|0|1|30.0|0|0|2131|15.05|2|0|1|train
186|0.0|3|0|0|0|1|42.0|0|0|113767|50.0|1|0|1|train
187|1.0|1|1|0|0|0|34.0|1|0|370365|15.5|3|1|0|train
197|0.0|1|0|0|0|1|30.5|0|0|368703|7.75|3|0|1|train
199|1.0|1|0|1|0|0|21.0|0|0|370370|7.75|3|0|1|train
202|0.0|1|0|0|0|1|12.0|8|2|2343|69.55|1|10|0|train
215|0.0|1|0|0|0|1|30.5|1|0|367229|7.75|3|1|0|train
224|0.0|1|0|0|0|1|28.0|0|0|349234|7.8958|1|0|1|train
230|0.0|1|0|1|0|0|8.5|3|1|4133|25.4667|1|4|0|train
236|0.0|1|0|1|0|0|23.5|0|0|6609|7.55|1|0|1|train
241|0.0|1|0|1|0|0|19.5|1|0|2665|14.4542|2|1|0|train
242|1.0|1|0|1|0|0|21.5|1|0|367230|15.5|3|1|0|train
251|0.0|1|0|0|0|1|30.5|0|0|362316|7.25|1|0|1|train
257|1.0|3|1|0|0|0|44.0|0|0|17585|79.2|2|0|1|train
261|0.0|1|0|0|0|1|27.5|0|0|384461|7.75|3|0|1|train
265|0.0|1|0|1|0|0|23.5|0|0|382649|7.75|3|0|1|train
271|0.0|3|0|0|0|1|42.0|0|0|113798|31.0|1|0|1|train
275|1.0|1|0|1|0|0|21.0|0|0|370375|7.75|3|0|1|train
278|0.0|2|0|0|0|1|31.5|0|0|239853|0.0|1|0|1|train
285|0.0|3|0|0|0|1|42.0|0|0|113056|26.0|1|0|1|train
296|0.0|3|0|0|0|1|43.0|0|0|17612|27.7208|2|0|1|train
299|1.0|3|0|0|0|1|40.5|0|0|19988|30.5|1|0|1|train
301|1.0|1|0|1|0|0|19.5|0|0|9234|7.75|3|0|1|train
302|1.0|1|0|0|0|1|20.5|2|0|367226|23.25|3|2|0|train
304|1.0|2|0|1|0|0|22.5|0|0|226593|12.35|3|0|1|train
305|0.0|1|0|0|0|1|26.0|0|0|2466|8.05|1|0|1|train
307|1.0|3|0|1|0|0|31.5|0|0|17421|110.8833|2|0|1|train
325|0.0|1|0|0|0|1|12.0|8|2|2343|69.55|1|10|0|train
331|1.0|1|0|1|0|0|13.5|2|0|367226|23.25|3|2|0|train
335|1.0|3|1|0|0|0|47.5|1|0|17611|133.65|1|1|0|train
336|0.0|1|0|0|0|1|28.0|0|0|349225|7.8958|1|0|1|train
348|1.0|1|1|0|0|0|31.0|1|0|386525|16.1|1|1|0|train
352|0.0|3|0|0|0|1|42.0|0|0|113510|35.0|1|0|1|train
355|0.0|1|0|0|0|1|26.0|0|0|2647|7.225|2|0|1|train
359|1.0|1|0|1|0|0|18.5|0|0|330931|7.8792|3|0|1|train
360|1.0|1|0|1|0|0|18.5|0|0|330980|7.8792|3|0|1|train
365|0.0|1|0|0|0|1|31.0|1|0|370365|15.5|3|1|0|train
368|1.0|1|1|0|0|0|29.0|0|0|2626|7.2292|2|0|1|train
369|1.0|1|0|1|0|0|19.5|0|0|14313|7.75|3|0|1|train
376|1.0|3|1|0|0|0|44.0|1|0|17604|82.1708|2|1|0|train
385|0.0|1|0|0|0|1|28.0|0|0|349227|7.8958|1|0|1|train
389|0.0|1|0|0|0|1|30.5|0|0|367655|7.7292|3|0|1|train
410|0.0|1|0|1|0|0|8.5|3|1|4133|25.4667|1|4|0|train
411|0.0|1|0|0|0|1|28.0|0|0|349222|7.8958|1|0|1|train
412|0.0|1|0|0|0|1|27.5|0|0|394140|6.8583|3|0|1|train
414|0.0|2|0|0|0|1|31.5|0|0|239853|0.0|1|0|1|train
416|0.0|1|1|0|0|0|33.5|0|0|343095|8.05|1|0|1|train
421|0.0|1|0|0|0|1|28.0|0|0|349254|7.8958|2|0|1|train
426|0.0|1|0|0|0|1|28.0|0|0|34244|7.25|1|0|1|train
429|0.0|1|0|0|0|1|30.5|0|0|364851|7.75|3|0|1|train
432|1.0|1|1|0|0|0|34.0|1|0|376564|16.1|1|1|0|train
445|1.0|1|0|0|0|1|25.5|0|0|65306|8.1125|1|0|1|train
452|0.0|1|0|0|0|1|28.5|1|0|65303|19.9667|1|1|0|train
455|0.0|1|0|0|0|1|26.0|0|0|2817|8.05|1|0|1|train
458|1.0|3|1|0|0|0|46.0|1|0|17464|51.8625|1|1|0|train
460|0.0|1|0|0|0|1|30.5|0|0|371060|7.75|3|0|1|train
465|0.0|1|0|0|0|1|26.0|0|0|2816|8.05|1|0|1|train
467|0.0|2|0|0|0|1|31.5|0|0|239853|0.0|1|0|1|train
469|0.0|1|0|0|0|1|28.0|0|0|36209|7.725|3|0|1|train
471|0.0|1|0|0|0|1|28.0|0|0|323592|7.25|1|0|1|train
476|0.0|3|0|0|0|1|42.0|0|0|110465|52.0|1|0|1|train
482|0.0|2|0|0|0|1|31.5|0|0|239854|0.0|1|0|1|train
486|0.0|1|0|1|0|0|8.5|3|1|4133|25.4667|1|4|0|train
491|0.0|1|0|0|0|1|28.5|1|0|65304|19.9667|1|1|0|train
496|0.0|1|0|0|0|1|26.5|0|0|2627|14.4583|2|0|1|train
498|0.0|1|0|0|0|1|31.0|0|0|6212|15.1|1|0|1|train
503|0.0|1|0|1|0|0|21.0|0|0|330909|7.6292|3|0|1|train
508|1.0|3|0|0|0|1|39.5|0|0|111427|26.55|1|0|1|train
512|0.0|1|0|0|0|1|22.0|0|0|3101316|8.05|1|0|1|train
518|0.0|1|0|0|0|1|31.0|0|0|371110|24.15|3|0|1|train
523|0.0|1|0|0|0|1|26.0|0|0|2624|7.225|2|0|1|train
525|0.0|1|0|0|0|1|26.0|0|0|2700|7.2292|2|0|1|train
528|0.0|3|0|0|0|1|44.5|0|0|17483|221.7792|1|0|1|train
532|0.0|1|0|0|0|1|26.0|0|0|2641|7.2292|2|0|1|train
534|1.0|1|1|0|0|0|22.5|0|2|2668|22.3583|2|2|0|train
539|0.0|1|0|0|0|1|31.0|0|0|364498|14.5|1|0|1|train
548|1.0|2|0|0|0|1|27.5|0|0|2146|13.8625|2|0|1|train
553|0.0|1|0|0|0|1|28.0|0|0|330979|7.8292|3|0|1|train
558|0.0|3|0|0|0|1|44.5|0|0|17757|227.525|2|0|1|train
561|0.0|1|0|0|0|1|30.5|0|0|372622|7.75|3|0|1|train
564|0.0|1|0|0|0|1|27.5|0|0|392082|8.05|1|0|1|train
565|0.0|1|0|1|0|0|20.5|0|0|392087|8.05|1|0|1|train
569|0.0|1|0|0|0|1|26.0|0|0|2686|7.2292|2|0|1|train
574|1.0|1|0|1|0|0|19.5|0|0|14312|7.75|3|0|1|train
579|0.0|1|1|0|0|0|32.0|1|0|2689|14.4583|2|1|0|train
585|0.0|1|0|0|0|1|26.0|0|0|3411|8.7125|2|0|1|train
590|0.0|1|0|0|0|1|26.0|0|0|3235|8.05|1|0|1|train
594|0.0|1|0|1|0|0|16.5|0|2|364848|7.75|3|2|0|train
597|1.0|2|0|1|0|0|22.5|0|0|248727|33.0|1|0|1|train
599|0.0|1|0|0|0|1|26.0|0|0|2664|7.225|2|0|1|train
602|0.0|1|0|0|0|1|28.0|0|0|349214|7.8958|1|0|1|train
603|0.0|3|0|0|0|1|42.0|0|0|113796|42.4|1|0|1|train
612|0.0|1|0|0|0|1|22.0|0|0|3101305|7.05|1|0|1|train
613|1.0|1|0|1|0|0|21.5|1|0|367230|15.5|3|1|0|train
614|0.0|1|0|0|0|1|30.5|0|0|370377|7.75|3|0|1|train
630|0.0|1|0|0|0|1|28.0|0|0|334912|7.7333|3|0|1|train
634|0.0|3|0|0|0|1|41.5|0|0|112052|0.0|1|0|1|train
640|0.0|1|0|0|0|1|31.0|1|0|376564|16.1|1|1|0|train
644|1.0|1|0|0|0|1|32.0|0|0|1601|56.4958|1|0|1|train
649|0.0|1|0|0|0|1|34.0|0|0|751|7.55|1|0|1|train
651|0.0|1|0|0|0|1|28.0|0|0|349221|7.8958|1|0|1|train
654|1.0|1|0|1|0|0|18.5|0|0|330919|7.8292|3|0|1|train
657|0.0|1|0|0|0|1|28.0|0|0|349223|7.8958|1|0|1|train
668|0.0|1|0|0|0|1|28.0|0|0|312993|7.775|1|0|1|train
670|1.0|3|1|0|0|0|46.0|1|0|19996|52.0|1|1|0|train
675|0.0|2|0|0|0|1|31.5|0|0|239856|0.0|1|0|1|train
681|0.0|1|0|1|0|0|21.0|0|0|330935|8.1375|3|0|1|train
693|1.0|1|0|0|0|1|32.0|0|0|1601|56.4958|1|0|1|train
698|1.0|1|0|1|0|0|18.5|0|0|35852|7.7333|3|0|1|train
710|1.0|1|0|0|1|1|10.0|1|1|2661|15.2458|2|2|0|train
712|0.0|3|0|0|0|1|42.0|0|0|113028|26.55|1|0|1|train
719|0.0|1|0|0|0|1|28.5|0|0|36568|15.5|3|0|1|train
728|1.0|1|0|1|0|0|18.5|0|0|36866|7.7375|3|0|1|train
733|0.0|2|0|0|0|1|31.5|0|0|239855|0.0|1|0|1|train
739|0.0|1|0|0|0|1|28.0|0|0|349201|7.8958|1|0|1|train
740|0.0|1|0|0|0|1|28.0|0|0|349218|7.8958|1|0|1|train
741|1.0|3|0|0|0|1|40.5|0|0|16988|30.0|1|0|1|train
761|0.0|1|0|0|0|1|31.0|0|0|358585|14.5|1|0|1|train
767|0.0|3|0|0|1|1|32.5|0|0|112379|39.6|2|0|1|train
769|0.0|1|0|0|0|1|31.0|1|0|371110|24.15|3|1|0|train
774|0.0|1|0|0|0|1|26.0|0|0|2674|7.225|2|0|1|train
777|0.0|1|0|0|0|1|27.5|0|0|383121|7.75|3|0|1|train
779|0.0|1|0|0|0|1|28.0|0|0|36865|7.7375|3|0|1|train
784|0.0|1|0|0|0|1|24.0|1|2|6607|23.45|1|3|0|train
791|0.0|1|0|0|0|1|29.0|0|0|12460|7.75|3|0|1|train
793|0.0|1|0|1|0|0|5.0|8|2|2343|69.55|1|10|0|train
794|0.0|3|0|0|0|1|43.0|0|0|17600|30.6958|2|0|1|train
816|0.0|3|0|0|0|1|41.5|0|0|112058|0.0|1|0|1|train
826|0.0|1|0|0|0|1|30.5|0|0|368323|6.95|3|0|1|train
827|0.0|1|0|0|0|1|34.5|0|0|1601|56.4958|1|0|1|train
829|1.0|1|0|0|0|1|28.0|0|0|367228|7.75|3|0|1|train
833|0.0|1|0|0|0|1|26.0|0|0|2671|7.2292|2|0|1|train
838|0.0|1|0|0|0|1|27.5|0|0|392092|8.05|1|0|1|train
840|1.0|3|0|0|0|1|40.5|0|0|11774|29.7|2|0|1|train
847|0.0|1|0|0|0|1|12.0|8|2|2343|69.55|1|10|0|train
850|1.0|3|1|0|0|0|44.0|1|0|17453|89.1042|2|1|0|train
860|0.0|1|0|0|0|1|26.0|0|0|2629|7.2292|2|0|1|train
864|0.0|1|0|1|0|0|5.0|8|2|2343|69.55|1|10|0|train
869|0.0|1|0|0|0|1|28.0|0|0|345777|9.5|1|0|1|train
879|0.0|1|0|0|0|1|28.0|0|0|349217|7.8958|1|0|1|train
889|0.0|1|0|1|0|0|17.0|1|2|6607|23.45|1|3|0|train
892||1|0|0|0|1|28.0|0|0|330911|7.8292|3|0|1|test
893||1|1|0|0|0|34.0|1|0|363272|7.0|1|1|0|test
894||2|0|0|0|1|34.5|0|0|240276|9.6875|3|0|1|test
895||1|0|0|0|1|28.0|0|0|315154|8.6625|1|0|1|test
896||1|1|0|0|0|24.0|1|1|3101298|12.2875|1|2|0|test
897||1|0|0|0|1|28.0|0|0|7538|9.225|1|0|1|test
898||1|0|1|0|0|20.0|0|0|330972|7.6292|3|0|1|test
899||2|0|0|0|1|31.5|1|1|248738|29.0|1|2|0|test
900||1|1|0|0|0|29.5|0|0|2657|7.2292|2|0|1|test
901||1|0|0|0|1|18.0|2|0|48871|24.15|1|2|0|test
902||1|0|0|0|1|28.0|0|0|349220|7.8958|1|0|1|test
903||3|0|0|0|1|37.5|0|0|694|26.0|1|0|1|test
904||3|1|0|0|0|43.5|1|0|21228|82.2667|1|1|0|test
905||2|0|0|0|1|33.5|1|0|24065|26.0|1|1|0|test
906||3|1|0|0|0|43.5|1|0|5734|61.175|1|1|0|test
907||2|1|0|0|0|36.5|1|0|2167|27.7208|2|1|0|test
908||2|0|0|0|1|34.5|0|0|233734|12.35|3|0|1|test
909||1|0|0|0|1|26.0|0|0|2692|7.225|2|0|1|test
910||1|0|1|0|0|22.0|1|0|3101270|7.925|1|1|0|test
911||1|1|0|0|0|29.5|0|0|2696|7.225|2|0|1|test
912||3|0|0|0|1|40.0|1|0|17603|59.4|2|1|0|test
913||1|0|0|1|1|12.5|0|1|17368|3.1708|1|1|0|test
914||3|1|0|0|0|44.5|0|0|17598|31.6833|1|0|1|test
915||3|0|0|0|1|36.5|0|1|17597|61.3792|2|1|0|test
916||3|1|0|0|0|39.0|1|3|17608|262.375|2|4|0|test
917||1|0|0|0|1|25.0|1|0|3337|14.5|1|1|0|test
918||3|0|1|0|0|28.5|0|1|113509|61.9792|2|1|0|test
919||1|0|0|0|1|26.0|0|0|2698|7.225|2|0|1|test
920||3|0|0|0|1|41.0|0|0|113054|30.5|1|0|1|test
921||1|0|0|0|1|16.0|2|0|2662|21.6792|2|2|0|test
922||2|0|0|0|1|31.5|1|0|3085|26.0|1|1|0|test
923||2|0|0|0|1|26.0|2|0|31029|31.5|1|2|0|test
924||1|1|0|0|0|24.0|1|2|2315|20.575|1|3|0|test
925||1|1|0|0|0|26.0|1|2|6607|23.45|1|3|0|test
926||3|0|0|0|1|40.0|1|0|13236|57.75|2|1|0|test
927||1|0|0|0|1|26.0|0|0|2682|7.2292|2|0|1|test
928||1|0|1|0|0|20.0|0|0|342712|8.05|1|0|1|test
929||1|0|1|0|0|20.0|0|0|315087|8.6625|1|0|1|test
930||1|0|0|0|1|28.0|0|0|345768|9.5|1|0|1|test
931||1|0|0|0|1|27.5|0|0|1601|56.4958|1|0|1|test
932||1|0|0|0|1|23.5|0|1|349256|13.4167|2|1|0|test
933||3|0|0|0|1|41.0|0|0|113778|26.55|1|0|1|test
934||1|0|0|0|1|31.0|0|0|3101263|7.85|1|0|1|test
935||2|1|0|0|0|38.0|0|0|237249|13.0|1|0|1|test
936||3|1|0|0|0|43.5|1|0|11753|52.5542|1|1|0|test
937||1|0|0|0|1|31.0|0|0|3101291|7.925|1|0|1|test
938||3|0|0|0|1|41.0|0|0|17594|29.7|2|0|1|test
939||1|0|0|0|1|31.0|0|0|370374|7.75|3|0|1|test
940||3|1|0|0|0|44.5|0|0|11813|76.2917|2|0|1|test
941||1|1|0|0|0|26.0|0|2|37671|15.9|1|2|0|test
942||3|0|0|0|1|40.0|1|0|13695|60.0|1|1|0|test
943||2|0|0|0|1|32.5|0|0|2168|15.0333|2|0|1|test
944||2|0|1|0|0|13.0|2|1|29105|23.0|1|3|0|test
945||3|0|1|0|0|18.5|3|2|19950|263.0|1|5|0|test
946||2|0|0|0|1|32.5|0|0|2861|15.5792|2|0|1|test
947||1|0|0|1|1|8.0|4|1|382652|29.125|3|5|0|test
948||1|0|0|0|1|28.0|0|0|349230|7.8958|1|0|1|test
949||1|0|0|0|1|28.0|0|0|348122|7.65|1|0|1|test
950||1|0|0|0|1|30.0|1|0|386525|16.1|1|1|0|test
951||3|0|1|0|0|33.0|0|0|17608|262.375|2|0|1|test
952||1|0|0|0|1|28.0|0|0|349232|7.8958|1|0|1|test
953||2|0|0|0|1|34.5|0|0|237216|13.5|1|0|1|test
954||1|0|0|0|1|28.0|0|0|347090|7.75|1|0|1|test
955||1|0|1|0|0|20.0|0|0|334914|7.725|3|0|1|test
956||3|0|0|1|1|15.5|2|2|17608|262.375|2|4|0|test
957||2|1|0|0|0|38.0|0|0|13534|21.0|1|0|1|test
958||1|0|1|0|0|20.0|0|0|330963|7.8792|3|0|1|test
959||3|0|0|0|1|41.0|0|0|113796|42.4|1|0|1|test
960||3|0|0|0|1|39.0|0|0|2543|28.5375|2|0|1|test
961||3|1|0|0|0|54.5|1|4|19950|263.0|1|5|0|test
962||1|0|1|0|0|23.0|0|0|382653|7.75|3|0|1|test
963||1|0|0|0|1|28.0|0|0|349211|7.8958|1|0|1|test
964||1|0|1|0|0|17.0|0|0|3101297|7.925|1|0|1|test
965||3|0|0|0|1|41.0|0|0|17562|27.7208|2|0|1|test
966||3|0|1|0|0|33.0|0|0|113503|211.5|2|0|1|test
967||3|0|0|0|1|41.0|0|0|113503|211.5|2|0|1|test
968||1|0|0|0|1|31.5|0|0|359306|8.05|1|0|1|test
969||3|1|0|0|0|33.0|2|0|11770|25.7|1|2|0|test
970||2|0|0|0|1|34.5|0|0|248744|13.0|1|0|1|test
971||1|0|1|0|0|23.0|0|0|368702|7.75|3|0|1|test
972||1|0|0|1|1|10.5|1|1|2678|15.2458|2|2|0|test
973||3|0|0|0|1|40.0|1|0|17483|221.7792|1|1|0|test
974||3|0|0|0|1|39.5|0|0|19924|26.0|1|0|1|test
975||1|0|0|0|1|28.0|0|0|349238|7.8958|1|0|1|test
976||2|0|0|0|1|34.5|0|0|240261|10.7083|3|0|1|test
977||1|0|0|0|1|25.0|1|0|2660|14.4542|2|1|0|test
978||1|0|1|0|0|20.0|0|0|330844|7.8792|3|0|1|test
979||1|0|1|0|0|20.0|0|0|31416|8.05|1|0|1|test
980||1|0|1|0|0|23.0|0|0|364856|7.75|3|0|1|test
981||2|0|0|1|1|19.0|1|1|29103|23.0|1|2|0|test
982||1|1|0|0|0|30.5|1|0|347072|13.9|1|1|0|test
983||1|0|0|0|1|28.0|0|0|345498|7.775|1|0|1|test
984||3|1|0|0|0|39.0|1|2|12750|52.0|1|3|0|test
985||1|0|0|0|1|31.0|0|0|376563|8.05|1|0|1|test
986||3|0|0|0|1|39.5|0|0|13905|26.0|2|0|1|test
987||1|0|0|0|1|28.0|0|0|350033|7.7958|1|0|1|test
988||3|1|0|0|0|43.5|1|0|19877|78.85|1|1|0|test
989||1|0|0|0|1|31.0|0|0|3101268|7.925|1|0|1|test
990||1|0|1|0|0|20.0|0|0|347471|7.8542|1|0|1|test
991||1|0|0|0|1|26.0|0|0|3338|8.05|1|0|1|test
992||3|1|0|0|0|43.5|1|0|11778|55.4417|2|1|0|test
993||2|0|0|0|1|33.5|1|0|228414|26.0|1|1|0|test
994||1|0|0|0|1|31.0|0|0|365235|7.75|3|0|1|test
995||1|0|0|0|1|28.0|0|0|347070|7.775|1|0|1|test
996||1|1|0|0|0|25.0|1|1|2625|8.5167|2|2|0|test
997||1|0|0|0|1|28.0|0|0|4001|22.525|1|0|1|test
998||1|0|0|0|1|28.0|0|0|330920|7.8208|3|0|1|test
999||1|0|0|0|1|31.0|0|0|383162|7.75|3|0|1|test
1000||1|0|0|0|1|26.0|0|0|3410|8.7125|1|0|1|test
1001||2|0|0|0|1|34.5|0|0|248734|13.0|1|0|1|test
1002||2|0|0|0|1|34.5|0|0|237734|15.0458|2|0|1|test
1003||1|0|1|0|0|20.0|0|0|330968|7.7792|3|0|1|test
1004||3|0|1|0|0|33.0|0|0|17531|31.6792|2|0|1|test
1005||1|0|1|0|0|20.0|0|0|329944|7.2833|3|0|1|test
1006||3|1|0|0|0|43.5|1|0|17483|221.7792|1|1|0|test
1007||1|0|0|0|1|25.0|1|0|2680|14.4542|2|1|0|test
1008||1|0|0|0|1|26.0|0|0|2681|6.4375|2|0|1|test
1009||1|0|1|0|0|15.5|1|1|9549|16.7|1|2|0|test
1010||3|0|0|0|1|41.0|0|0|13050|75.2417|2|0|1|test
1011||2|1|0|0|0|37.0|1|0|29037|26.0|1|1|0|test
1012||2|0|1|0|0|26.5|0|0|33595|15.75|1|0|1|test
1013||1|0|0|0|1|30.0|1|0|367227|7.75|3|1|0|test
1014||3|1|0|0|0|43.5|1|0|13236|57.75|2|1|0|test
1015||1|0|0|0|1|31.0|0|0|392095|7.25|1|0|1|test
1016||1|0|0|0|1|31.0|0|0|368783|7.75|3|0|1|test
1017||1|0|1|0|0|18.5|0|1|371362|16.1|1|1|0|test
1018||1|0|0|0|1|28.0|0|0|350045|7.7958|1|0|1|test
1019||1|0|1|0|0|13.0|2|0|367226|23.25|3|2|0|test
1020||2|0|0|0|1|34.5|0|0|211535|13.0|1|0|1|test
1021||1|0|0|0|1|28.0|0|0|342441|8.05|1|0|1|test
1022||1|0|0|0|1|31.0|0|0|369943|8.05|1|0|1|test
1023||3|0|0|1|1|30.0|0|0|113780|28.5|2|0|1|test
1024||1|1|0|0|0|41.5|0|4|4133|25.4667|1|4|0|test
1025||1|0|0|0|1|25.0|1|0|2621|6.4375|2|1|0|test
1026||1|0|0|0|1|28.0|0|0|349226|7.8958|1|0|1|test
1027||1|0|0|0|1|28.0|0|0|350409|7.8542|1|0|1|test
1028||1|0|0|0|1|26.0|0|0|2656|7.225|2|0|1|test
1029||2|0|0|0|1|34.5|0|0|248659|13.0|1|0|1|test
1030||1|0|1|0|0|23.0|0|0|392083|8.05|1|0|1|test
1031||1|0|0|0|1|37.5|1|6|2144|46.9|1|7|0|test
1032||1|0|1|0|0|5.0|5|2|2144|46.9|1|7|0|test
1033||3|0|1|0|0|33.0|0|0|113781|151.55|1|0|1|test
1034||3|0|0|0|1|35.5|1|3|17608|262.375|2|4|0|test
1035||2|0|0|0|1|34.5|0|0|244358|26.0|1|0|1|test
1036||3|0|0|0|1|41.0|0|0|17475|26.55|1|0|1|test
1037||1|0|0|0|1|18.0|3|0|345763|18.0|1|3|0|test
1038||3|0|0|0|1|41.0|0|0|17463|51.8625|1|0|1|test
1039||1|0|0|0|1|28.0|0|0|23568|8.05|1|0|1|test
1040||3|0|0|0|1|41.0|0|0|113791|26.55|1|0|1|test
1041||2|0|0|1|1|19.0|1|1|250651|26.0|1|2|0|test
1042||3|1|0|0|0|40.0|0|1|11767|83.1583|2|1|0|test
1043||1|0|0|0|1|28.0|0|0|349255|7.8958|2|0|1|test
1044||1|0|0|0|1|28.0|0|0|3701|7.398616666666667|1|0|1|test
1045||1|1|0|0|0|26.0|0|2|350405|12.1833|1|2|0|test
1046||1|0|0|1|1|4.0|4|2|347077|31.3875|1|6|0|test
1047||1|0|0|0|1|26.0|0|0|752|7.55|1|0|1|test
1048||3|0|1|0|0|33.0|0|0|17483|221.7792|1|0|1|test
1049||1|0|1|0|0|20.0|0|0|347469|7.8542|1|0|1|test
1050||3|0|0|0|1|41.0|0|0|110489|26.55|1|0|1|test
1051||1|1|0|0|0|23.0|0|2|3101315|13.775|1|2|0|test
1052||1|0|1|0|0|20.0|0|0|335432|7.7333|3|0|1|test
1053||1|0|0|1|1|10.5|1|1|2650|15.2458|2|2|0|test
1054||2|0|1|0|0|26.5|0|0|220844|13.5|1|0|1|test
1055||1|0|0|0|1|28.0|0|0|343271|7.0|1|0|1|test
1056||2|0|0|1|1|23.5|0|0|237393|13.0|1|0|1|test
1057||1|1|0|0|0|27.0|1|1|315153|22.025|1|2|0|test
1058||3|0|0|0|1|41.0|0|0|17591|50.4958|2|0|1|test
1059||1|0|0|0|1|15.0|2|2|6608|34.375|1|4|0|test
1060||3|1|0|0|0|44.5|0|0|17770|27.7208|2|0|1|test
1061||1|0|1|0|0|20.0|0|0|7548|8.9625|1|0|1|test
1062||1|0|0|0|1|26.0|0|0|251|7.55|1|0|1|test
1063||1|0|0|0|1|26.0|0|0|2670|7.225|2|0|1|test
1064||1|0|0|0|1|27.0|1|0|347072|13.9|1|1|0|test
1065||1|0|0|0|1|26.0|0|0|2673|7.2292|2|0|1|test
1066||1|0|0|0|1|39.5|1|5|347077|31.3875|1|6|0|test
1067||2|0|1|0|0|22.5|0|2|29750|39.0|1|2|0|test
1068||2|0|1|0|0|28.0|0|0|33112|36.75|1|0|1|test
1069||3|0|0|0|1|40.0|1|0|11778|55.4417|2|1|0|test
1070||2|1|0|0|0|34.0|0|3|230136|39.0|1|3|0|test
1071||3|1|0|0|0|39.0|0|2|17756|83.1583|2|2|0|test
1072||2|0|0|0|1|34.5|0|0|233478|13.0|1|0|1|test
1073||3|0|0|0|1|36.5|1|1|17756|83.1583|2|2|0|test
1074||3|1|0|0|0|43.5|1|0|113773|53.1|1|1|0|test
1075||1|0|0|0|1|28.0|0|0|7935|7.75|3|0|1|test
