WoodDeckSF|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
336|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
339|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
340|SalePrice|2|1|260000.0|260000.0|260000.0|260000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|260000.0|260000.0|0.0|260000.0|260000.0|0.0|0.0|-3.0
342|SalePrice|2|2|314500.0|157250.0|155874.95|157250.0|136500.0|1|50.0|861125000.0|29344.93|0|0.0|0|0.0|2|100.0|0|0.0|2|136500.0|178000.0|41500.0|146875.0|167625.0|20750.0|0.0|-2.0
344|SalePrice|2|1|140000.0|140000.0|140000.0|140000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|140000.0|140000.0|0.0|140000.0|140000.0|0.0|0.0|-3.0
345|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
349|SalePrice|2|2|526600.0|263300.0|257848.79|263300.0|210000.0|1|50.0|5681780000.0|75377.58|0|0.0|0|0.0|2|100.0|0|0.0|2|210000.0|316600.0|106600.0|236650.0|289950.0|53300.0|0.0|-2.0
351|SalePrice|2|1|204900.0|204900.0|204900.0|204900.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|204900.0|204900.0|0.0|204900.0|204900.0|0.0|0.0|-3.0
352|SalePrice|3|1|128950.0|128950.0|128950.0|128950.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|128950.0|128950.0|0.0|128950.0|128950.0|0.0|0.0|-3.0
353|SalePrice|1|1|125000.0|125000.0|125000.0|125000.0|125000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|125000.0|125000.0|0.0|125000.0|125000.0|0.0|0.0|-3.0
354|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
355|SalePrice|2|1|141000.0|141000.0|141000.0|141000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|141000.0|141000.0|0.0|141000.0|141000.0|0.0|0.0|-3.0
356|SalePrice|2|2|316500.0|158250.0|157012.74|158250.0|138500.0|1|50.0|780125000.0|27930.72|0|0.0|0|0.0|2|100.0|0|0.0|2|138500.0|178000.0|39500.0|148375.0|168125.0|19750.0|0.0|-2.0
358|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
360|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
361|SalePrice|1|1|625000.0|625000.0|625000.0|625000.0|625000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|625000.0|625000.0|0.0|625000.0|625000.0|0.0|0.0|-3.0
362|SalePrice|1|1|119500.0|119500.0|119500.0|119500.0|119500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|119500.0|119500.0|0.0|119500.0|119500.0|0.0|0.0|-3.0
364|SalePrice|2|2|377000.0|188500.0|186627.97|188500.0|215000.0|1|50.0|1404500000.0|37476.66|0|0.0|0|0.0|2|100.0|0|0.0|2|162000.0|215000.0|53000.0|175250.0|201750.0|26500.0|0.0|-2.0
365|SalePrice|1|1|128200.0|128200.0|128200.0|128200.0|128200.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|128200.0|128200.0|0.0|128200.0|128200.0|0.0|0.0|-3.0
366|SalePrice|2|1|142125.0|142125.0|142125.0|142125.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|142125.0|142125.0|0.0|142125.0|142125.0|0.0|0.0|-3.0
367|SalePrice|1|1|320000.0|320000.0|320000.0|320000.0|320000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|320000.0|320000.0|0.0|320000.0|320000.0|0.0|0.0|-3.0
370|SalePrice|2|2|342500.0|171250.0|169664.37|171250.0|148000.0|1|50.0|1081125000.0|32880.47|0|0.0|0|0.0|2|100.0|0|0.0|2|148000.0|194500.0|46500.0|159625.0|182875.0|23250.0|0.0|-2.0
371|SalePrice|1|1|185000.0|185000.0|185000.0|185000.0|185000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|185000.0|185000.0|0.0|185000.0|185000.0|0.0|0.0|-3.0
375|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
379|SalePrice|1|1|158000.0|158000.0|158000.0|158000.0|158000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|158000.0|158000.0|0.0|158000.0|158000.0|0.0|0.0|-3.0
380|SalePrice|1|1|302000.0|302000.0|302000.0|302000.0|302000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|302000.0|302000.0|0.0|302000.0|302000.0|0.0|0.0|-3.0
382|SalePrice|2|2|1206950.0|603475.0|584142.32|603475.0|755000.0|1|50.0|45919651250.0|214288.71|0|0.0|0|0.0|2|100.0|0|0.0|2|451950.0|755000.0|303050.0|527712.5|679237.5|151525.0|0.0|-2.0
384|SalePrice|1|1|207500.0|207500.0|207500.0|207500.0|207500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|207500.0|207500.0|0.0|207500.0|207500.0|0.0|0.0|-3.0
385|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
386|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
390|SalePrice|2|1|139400.0|139400.0|139400.0|139400.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|139400.0|139400.0|0.0|139400.0|139400.0|0.0|0.0|-3.0
392|SalePrice|1|1|145000.0|145000.0|145000.0|145000.0|145000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|145000.0|145000.0|0.0|145000.0|145000.0|0.0|0.0|-3.0
393|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
394|SalePrice|1|1|117000.0|117000.0|117000.0|117000.0|117000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|117000.0|117000.0|0.0|117000.0|117000.0|0.0|0.0|-3.0
400|SalePrice|5|1|412500.0|412500.0|412500.0|412500.0||4|80.0|||0|0.0|0|0.0|1|20.0|4|80.0|1|412500.0|412500.0|0.0|412500.0|412500.0|0.0|0.0|-3.0
402|SalePrice|1|1|215000.0|215000.0|215000.0|215000.0|215000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|215000.0|215000.0|0.0|215000.0|215000.0|0.0|0.0|-3.0
403|SalePrice|1|1|200000.0|200000.0|200000.0|200000.0|200000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|200000.0|200000.0|0.0|200000.0|200000.0|0.0|0.0|-3.0
404|SalePrice|1|1|325000.0|325000.0|325000.0|325000.0|325000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|325000.0|325000.0|0.0|325000.0|325000.0|0.0|0.0|-3.0
405|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
406|SalePrice|2|1|154000.0|154000.0|154000.0|154000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|154000.0|154000.0|0.0|154000.0|154000.0|0.0|0.0|-3.0
407|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
409|SalePrice|1|1|235000.0|235000.0|235000.0|235000.0|235000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|235000.0|235000.0|0.0|235000.0|235000.0|0.0|0.0|-3.0
411|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
413|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
414|SalePrice|2|1|380000.0|380000.0|380000.0|380000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|380000.0|380000.0|0.0|380000.0|380000.0|0.0|0.0|-3.0
416|SalePrice|1|1|138500.0|138500.0|138500.0|138500.0|138500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|138500.0|138500.0|0.0|138500.0|138500.0|0.0|0.0|-3.0
418|SalePrice|1|1|153900.0|153900.0|153900.0|153900.0|153900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|153900.0|153900.0|0.0|153900.0|153900.0|0.0|0.0|-3.0
421|SalePrice|2|1|119900.0|119900.0|119900.0|119900.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|119900.0|119900.0|0.0|119900.0|119900.0|0.0|0.0|-3.0
424|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
426|SalePrice|1|1|140000.0|140000.0|140000.0|140000.0|140000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|140000.0|140000.0|0.0|140000.0|140000.0|0.0|0.0|-3.0
428|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
431|SalePrice|3|2|326000.0|163000.0|160577.08|163000.0||1|33.33|1568000000.0|39597.98|0|0.0|0|0.0|2|66.67|1|33.33|2|135000.0|191000.0|56000.0|149000.0|177000.0|28000.0|0.0|-2.0
432|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
436|SalePrice|1|1|170000.0|170000.0|170000.0|170000.0|170000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|170000.0|170000.0|0.0|170000.0|170000.0|0.0|0.0|-3.0
439|SalePrice|1|1|168000.0|168000.0|168000.0|168000.0|168000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|168000.0|168000.0|0.0|168000.0|168000.0|0.0|0.0|-3.0
441|SalePrice|1|1|239000.0|239000.0|239000.0|239000.0|239000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|239000.0|239000.0|0.0|239000.0|239000.0|0.0|0.0|-3.0
444|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
448|SalePrice|1|1|197500.0|197500.0|197500.0|197500.0|197500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|197500.0|197500.0|0.0|197500.0|197500.0|0.0|0.0|-3.0
450|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
453|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
455|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
460|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
462|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
466|SalePrice|1|1|158000.0|158000.0|158000.0|158000.0|158000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|158000.0|158000.0|0.0|158000.0|158000.0|0.0|0.0|-3.0
467|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
468|SalePrice|1|1|205000.0|205000.0|205000.0|205000.0|205000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|205000.0|205000.0|0.0|205000.0|205000.0|0.0|0.0|-3.0
474|SalePrice|2|1|278000.0|278000.0|278000.0|278000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|278000.0|278000.0|0.0|278000.0|278000.0|0.0|0.0|-3.0
476|SalePrice|1|1|190000.0|190000.0|190000.0|190000.0|190000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|190000.0|190000.0|0.0|190000.0|190000.0|0.0|0.0|-3.0
483|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
486|SalePrice|2|2|425000.0|212500.0|210713.08|212500.0|240000.0|1|50.0|1512500000.0|38890.87|0|0.0|0|0.0|2|100.0|0|0.0|2|185000.0|240000.0|55000.0|198750.0|226250.0|27500.0|0.0|-2.0
490|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
495|SalePrice|1|1|266000.0|266000.0|266000.0|266000.0|266000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|266000.0|266000.0|0.0|266000.0|266000.0|0.0|0.0|-3.0
496|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
500|SalePrice|1|1|302000.0|302000.0|302000.0|302000.0|302000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|302000.0|302000.0|0.0|302000.0|302000.0|0.0|0.0|-3.0
501|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
502|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
503|SalePrice|1|1|538000.0|538000.0|538000.0|538000.0|538000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|538000.0|538000.0|0.0|538000.0|538000.0|0.0|0.0|-3.0
509|SalePrice|1|1|167500.0|167500.0|167500.0|167500.0|167500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|167500.0|167500.0|0.0|167500.0|167500.0|0.0|0.0|-3.0
511|SalePrice|1|1|165000.0|165000.0|165000.0|165000.0|165000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|165000.0|165000.0|0.0|165000.0|165000.0|0.0|0.0|-3.0
517|SalePrice|1|1|402000.0|402000.0|402000.0|402000.0|402000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|402000.0|402000.0|0.0|402000.0|402000.0|0.0|0.0|-3.0
519|SalePrice|1|1|326000.0|326000.0|326000.0|326000.0|326000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|326000.0|326000.0|0.0|326000.0|326000.0|0.0|0.0|-3.0
520|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
521|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
530|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
536|SalePrice|1|1|134000.0|134000.0|134000.0|134000.0|134000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|134000.0|134000.0|0.0|134000.0|134000.0|0.0|0.0|-3.0
546|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
550|SalePrice|1|1|272000.0|272000.0|272000.0|272000.0|272000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|272000.0|272000.0|0.0|272000.0|272000.0|0.0|0.0|-3.0
574|SalePrice|1|1|228000.0|228000.0|228000.0|228000.0|228000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|228000.0|228000.0|0.0|228000.0|228000.0|0.0|0.0|-3.0
576|SalePrice|1|1|219500.0|219500.0|219500.0|219500.0|219500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|219500.0|219500.0|0.0|219500.0|219500.0|0.0|0.0|-3.0
586|SalePrice|1|1|274970.0|274970.0|274970.0|274970.0|274970.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|274970.0|274970.0|0.0|274970.0|274970.0|0.0|0.0|-3.0
631|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
635|SalePrice|1|1|189000.0|189000.0|189000.0|189000.0|189000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|189000.0|189000.0|0.0|189000.0|189000.0|0.0|0.0|-3.0
641|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
646|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
657|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
668|SalePrice|1|1|333168.0|333168.0|333168.0|333168.0|333168.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|333168.0|333168.0|0.0|333168.0|333168.0|0.0|0.0|-3.0
670|SalePrice|1|1|228950.0|228950.0|228950.0|228950.0|228950.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|228950.0|228950.0|0.0|228950.0|228950.0|0.0|0.0|-3.0
684|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
690|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
728|SalePrice|1|1|151400.0|151400.0|151400.0|151400.0|151400.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|151400.0|151400.0|0.0|151400.0|151400.0|0.0|0.0|-3.0
736|SalePrice|1|1|147500.0|147500.0|147500.0|147500.0|147500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|147500.0|147500.0|0.0|147500.0|147500.0|0.0|0.0|-3.0
857|SalePrice|1|1|385000.0|385000.0|385000.0|385000.0|385000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|385000.0|385000.0|0.0|385000.0|385000.0|0.0|0.0|-3.0
870|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
1424|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
